Division,Batch-Transaction ID,Transaction Date,Card Posting Dt,Merchant Name,Transaction Amt.,Trx.Currency,Original Amount,Original Currency,G/L Account,G/L Account Description,Cost Center / WBS Element / Order,Cost Center / WBS Element / Order Description,Merchant Type,Merchant Type Description,Purpose
"PARKS, FORESTRY & RECREATION",5295-5,7/8/2019,7/8/2019,AMAZON.CA*MH1CD2BP1,5.64,CAD,5.64,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,BOARDERS
"PARKS, FORESTRY & RECREATION",5296-6,7/9/2019,7/9/2019,AMAZON.CA*MH17Y28V1,129.04,CAD,129.04,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,BOARDERS
"PARKS, FORESTRY & RECREATION",5296-7,7/9/2019,7/9/2019,AMAZON.CA*MH0EP00X0,142.49,CAD,142.49,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,BOARDERS
"PARKS, FORESTRY & RECREATION",5297-4,7/11/2019,7/11/2019,AMAZON.CA*MH3W825U2,48.59,CAD,48.59,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,BOARDER CLIP IMAGES
"PARKS, FORESTRY & RECREATION",5299-3,7/15/2019,7/16/2019,AMZ AMAZON.CA,-26.93,CAD,-26.93,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,REFUND
"PARKS, FORESTRY & RECREATION",5301-4,7/17/2019,7/18/2019,BOB'S VARIETY,37.29,CAD,37.29,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,5943,"Office, School Supply, and Stationery St",DUTY FREE
"PARKS, FORESTRY & RECREATION",5303-3,7/19/2019,7/22/2019,AMAZON.CA MA51I2OH2,26.50,CAD,26.50,CAD,2610,KITCHEN SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,KNIFE SET
"PARKS, FORESTRY & RECREATION",5303-4,7/19/2019,7/22/2019,AMAZON.CA MH7555ST0,60.80,CAD,60.80,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,CUTTING BOARDS
"PARKS, FORESTRY & RECREATION",5303-5,7/19/2019,7/22/2019,AMZN MKTP CA MA4NZ0OA2,78.44,CAD,78.44,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,"KINETIC SAND, KEY RINGS"
"PARKS, FORESTRY & RECREATION",5303-6,7/20/2019,7/22/2019,AMZN MKTP CA MH6QE3S20,199.50,CAD,199.50,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,DIY BOOKMARKS
"PARKS, FORESTRY & RECREATION",5304-5,7/22/2019,7/23/2019,AMZN MKTP CA MA59584H1,206.82,CAD,206.82,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,FINGER SPONGES
"PARKS, FORESTRY & RECREATION",5304-6,7/22/2019,7/23/2019,AMAZON.CA MA99M3LT1,615.66,CAD,615.66,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,"SHRINKY DINK, SUPER SAND"
"PARKS, FORESTRY & RECREATION",5304-7,7/22/2019,7/23/2019,AMZN MKTP CA MA08374Z1,385.89,CAD,385.89,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,KINETIC SAND
"PARKS, FORESTRY & RECREATION",5304-8,7/22/2019,7/23/2019,AMZN MKTP CA MH38A37W0,443.31,CAD,443.31,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,"DIY BOOKMARKS, KINETIC SAND"
"PARKS, FORESTRY & RECREATION",5304-9,7/23/2019,7/23/2019,AMAZON.CA MA9DR9NM2,325.44,CAD,325.44,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,SHRINKY DINK
"PARKS, FORESTRY & RECREATION",5305-6,7/24/2019,7/24/2019,AMZN MKTP CA MA1DY6ZK1,92.92,CAD,92.92,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION",5305-7,7/24/2019,7/24/2019,AMZN MKTP CA MH3RV9UA0,829.68,CAD,829.68,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,"FINGER SPONGES, KINETIC SAND"
"PARKS, FORESTRY & RECREATION",5305-8,7/24/2019,7/24/2019,AMZN MKTP CA MH94D39D0,185.84,CAD,185.84,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,VARIOUS SUPPLIES
"PARKS, FORESTRY & RECREATION",5306-4,7/24/2019,7/25/2019,AMZN MKTP CA MA5R72JT2,116.15,CAD,116.15,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,BINGO DAUBERS
"PARKS, FORESTRY & RECREATION",5306-5,7/24/2019,7/25/2019,AMZN MKTP CA MH7NU7US0,255.53,CAD,255.53,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,BINGO DAUBERS
"PARKS, FORESTRY & RECREATION",5306-6,7/25/2019,7/25/2019,AMZN MKTP CA MA3526AJ2,46.46,CAD,46.46,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,BINGO DAUBERS
"PARKS, FORESTRY & RECREATION",5307-8,7/26/2019,7/26/2019,AMZN MKTP CA MA0YR23Y1,48.34,CAD,48.34,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,SENSORY TOYS
"PARKS, FORESTRY & RECREATION",5308-8,7/26/2019,7/29/2019,AMZN MKTP CA MH0B22WB0,290.94,CAD,290.94,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,"ROLLERS, GIANT TIC TAC TOE"
"PARKS, FORESTRY & RECREATION",5308-9,7/26/2019,7/29/2019,AMZN MKTP CA MA3Q09E32,55.28,CAD,55.28,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,SENSORY TOYS
"PARKS, FORESTRY & RECREATION",5308-10,7/27/2019,7/29/2019,AMZN MKTP CA MA4BX90E2,35.31,CAD,35.31,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,WINDOW FILM FOR PRIVACY
"PARKS, FORESTRY & RECREATION",5308-11,7/27/2019,7/29/2019,AMZN MKTP CA MA6K15JU1,90.32,CAD,90.32,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,SENSORY TOYS
"PARKS, FORESTRY & RECREATION",5308-12,7/27/2019,7/29/2019,AMZN MKTP CA MA6QE1JG1,88.56,CAD,88.56,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,STACKING BLOCKS
"PARKS, FORESTRY & RECREATION",5308-13,7/27/2019,7/29/2019,AMAZON.CA MA9CM6TY1,340.11,CAD,340.11,CAD,3040,M & E - RECREATIONAL & EDUCATIONAL,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,FANS
"PARKS, FORESTRY & RECREATION",5308-14,7/27/2019,7/29/2019,AMZN MKTP CA MA7XX90E2,137.98,CAD,137.98,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,INDOOR PLAY TENT
"PARKS, FORESTRY & RECREATION",5308-15,7/28/2019,7/29/2019,AMZN MKTP CA MA96Y4PW2,239.92,CAD,239.92,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13592,AFTERSCHOOL RECREATION CARE 2,4816,Computer Network/Information Services,BUILDING BLOCKS
,,,,,"5,753.46",CAD,"5,753.46",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5295-6,7/8/2019,7/8/2019,NOBLE 1039,174.25,CAD,174.25,CAD,2535,PLUMBING SUPPLIES,P00853,ALNESS YD-TRADES,5251,Hardware Stores,TANKS
"PARKS, FORESTRY & RECREATION",5298-13,7/11/2019,7/15/2019,NOBLE 1039,79.39,CAD,79.39,CAD,2535,PLUMBING SUPPLIES,P00404,N-CENTRAL-TURF&HORT,5251,Hardware Stores,ADAPTERS
"PARKS, FORESTRY & RECREATION",5301-5,7/17/2019,7/18/2019,CENTENNIAL PLUMBING SU,128.31,CAD,128.31,CAD,2535,PLUMBING SUPPLIES,P00409,N-EAST1-TURF&HORT,1711,"Air Conditioning, Heating, and Plumbing",CARTRIDGE
"PARKS, FORESTRY & RECREATION",5306-7,7/24/2019,7/25/2019,NOBLE 1039,65.35,CAD,65.35,CAD,2535,PLUMBING SUPPLIES,P00409,N-EAST1-TURF&HORT,5251,Hardware Stores,ABS FITTING
"PARKS, FORESTRY & RECREATION",5307-9,7/25/2019,7/26/2019,CENTENNIAL PLUMBING SU,180.74,CAD,180.74,CAD,2535,PLUMBING SUPPLIES,P00409,N-EAST1-TURF&HORT,1711,"Air Conditioning, Heating, and Plumbing",CARTRIDGE
"PARKS, FORESTRY & RECREATION",5307-10,7/25/2019,7/26/2019,NOBLE 1038,703.02,CAD,703.02,CAD,2535,PLUMBING SUPPLIES,P07705,ORIOLE CC-OPERATIONS,5251,Hardware Stores,NSI SHOWER
,,,,,"1,331.06",CAD,"1,331.06",CAD,,,,,,,
MUNICIPAL LICENSING & STANDARDS,5293-2,7/7/2019,7/7/2019,MUNICIPAL LAW ENFORCEM,"2,069.00",CAD,"2,069.00",CAD,4760,MEMBERSHIP FEES,MS1000,OFF. OF THE EXECUTIVE DIRECTOR,8398,"Organizations, Charitable and Social Ser",MLEOA ANNUAL MEMBERSHIP
MUNICIPAL LICENSING & STANDARDS,5296-8,7/9/2019,7/9/2019,AMAZON.CA*MH9422XL2,60.70,CAD,60.70,CAD,3020,M & E - COMMUNICATIONS,MS1011,MLS WORKFORCE PLANNING & DEVELOPMENT,4816,Computer Network/Information Services,MICROPHONE FOR PORTABLE SPEAKER
MUNICIPAL LICENSING & STANDARDS,5297-5,7/11/2019,7/11/2019,AMZN MKTP CA*MH6AK8542,342.07,CAD,342.07,CAD,3020,M & E - COMMUNICATIONS,MS1011,MLS WORKFORCE PLANNING & DEVELOPMENT,4816,Computer Network/Information Services,PORTABLE SPEAKER
MUNICIPAL LICENSING & STANDARDS,5298-14,7/11/2019,7/15/2019,TECHSMITH CORPORATION,72.03,CAD,53.69,USD,3420,COMPUTERS - SOFTWARE,MS1010,POLICY & PLANNING SERVICES,5045,"Computers, Computer Peripheral Equipment",SNAGIT SOFTWARE
MUNICIPAL LICENSING & STANDARDS,5298-15,7/11/2019,7/15/2019,IMPERIAL ENGRAVERS,28.25,CAD,28.25,CAD,4199,OTHER PROFESSIONAL AND TECHNICAL SERVICE,MS1000,OFF. OF THE EXECUTIVE DIRECTOR,5999,Miscellaneous and Specialty Retail Store,BADGE ENGRAVING
MUNICIPAL LICENSING & STANDARDS,5299-4,7/16/2019,7/16/2019,AMAZON.CA MH6EB17F1,39.78,CAD,39.78,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,MS1000,OFF. OF THE EXECUTIVE DIRECTOR,4816,Computer Network/Information Services,HEALTH AND WELLNESS GAMES/ACTIVITIES
MUNICIPAL LICENSING & STANDARDS,5299-5,7/16/2019,7/16/2019,AMAZON.CA MH6IE57B1,64.40,CAD,64.40,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,MS1000,OFF. OF THE EXECUTIVE DIRECTOR,4816,Computer Network/Information Services,HEALTH AND WELLNESS GAMES/ ACTIVITIES
MUNICIPAL LICENSING & STANDARDS,5300-3,7/16/2019,7/17/2019,AMAZON.CA MH3Y119Y1,7.32,CAD,7.32,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,MS1000,OFF. OF THE EXECUTIVE DIRECTOR,4816,Computer Network/Information Services,HEALTH AND WELLNESS GAMES/ ACTIVITIES
MUNICIPAL LICENSING & STANDARDS,5300-4,7/16/2019,7/17/2019,AMZN MKTP CA MH7EC5HG0,78.50,CAD,78.50,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,MS1000,OFF. OF THE EXECUTIVE DIRECTOR,4816,Computer Network/Information Services,HEALTH AND WELLNESS GAMES/ ACTIVITIES
MUNICIPAL LICENSING & STANDARDS,5301-6,7/17/2019,7/18/2019,AMZN MKTP CA MH2CK3830,9.28,CAD,9.28,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,MS1000,OFF. OF THE EXECUTIVE DIRECTOR,4816,Computer Network/Information Services,HEALTH AND WELLNESS GAMES/ ACTIVITIES
MUNICIPAL LICENSING & STANDARDS,5301-7,7/17/2019,7/18/2019,AMZN MKTP CA MH5VO6IP1,77.19,CAD,77.19,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,MS1000,OFF. OF THE EXECUTIVE DIRECTOR,4816,Computer Network/Information Services,HEALTH AND WELLNESS GAMES/ ACTIVITIES
MUNICIPAL LICENSING & STANDARDS,5301-8,7/18/2019,7/18/2019,AMZN MKTP CA MH73B2WD2,77.19,CAD,77.19,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,MS1000,OFF. OF THE EXECUTIVE DIRECTOR,4816,Computer Network/Information Services,HEALTH AND WELLNESS GAMES/ ACTIVITIES
MUNICIPAL LICENSING & STANDARDS,5303-7,7/21/2019,7/22/2019,AMAZON.CA MA0HJ4OQ1,19.37,CAD,19.37,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,MS1000,OFF. OF THE EXECUTIVE DIRECTOR,4816,Computer Network/Information Services,HEALTH AND WELLNESS GAMES/ ACTIVITIES
MUNICIPAL LICENSING & STANDARDS,5304-10,7/22/2019,7/23/2019,CCOHS/CCHST,100.00,CAD,100.00,CAD,4760,MEMBERSHIP FEES,MS1011,MLS WORKFORCE PLANNING & DEVELOPMENT,9399,Government Services - Not Elsewhere Clas,OCCUPATIONAL HEALTH AND SAFETY MEMBERSHIP
,,,,,"3,045.08",CAD,"2,973.05",CAD,,,,,,,
,,,,,,,53.69,USD,,,,,,,
ECONOMIC DEVELOPMENT & CULTURE,5301-9,7/17/2019,7/18/2019,CARR MCLEAN LIMITED,"1,011.92",CAD,"1,011.92",CAD,2099,OTHER OFFICE MATERIAL &MINOR FURNISHING,AH0059,MH CUR 98 AA ADMINISTRATION,5021,Office and Commercial Furniture,"ARCHIVAL BOXES, ARCHIVAL PAPER AND BOARDS"
,,,,,"1,011.92",CAD,"1,011.92",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5291-6,7/4/2019,7/4/2019,SWISH MAINTENANCE LIMI,97.08,CAD,97.08,CAD,2570,JANITORIAL SUPPLIES,P06663,BIRKDALE-PRGM SUPPORT,2842,"Specialty Cleaning, Polishing, and Sanit",DETERGENT FOR DISHWASHER
"PARKS, FORESTRY & RECREATION",5301-10,7/18/2019,7/18/2019,ULINE,241.79,CAD,241.79,CAD,*****,RECREATIONAL & EDUCATIONAL SUPPLIES,*****,,5964,Direct Marketing - Catalog Merchants,ULINE
"PARKS, FORESTRY & RECREATION",5303-8,7/20/2019,7/22/2019,ULINE,21.59,CAD,21.59,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,P06663,BIRKDALE-PRGM SUPPORT,5964,Direct Marketing - Catalog Merchants,SHIPPING COST
"PARKS, FORESTRY & RECREATION",5306-8,7/25/2019,7/25/2019,ULINE,-140.12,CAD,-140.12,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,P06663,BIRKDALE-PRGM SUPPORT,5964,Direct Marketing - Catalog Merchants,CREDIT
"PARKS, FORESTRY & RECREATION",5308-17,7/25/2019,7/29/2019,THE HOME DEPOT #7001,55.79,CAD,55.79,CAD,2710,GENERAL HARDWARE,P06663,BIRKDALE-PRGM SUPPORT,5200,Home Supply Warehouse,KEY LOCK
,,,,,276.13,CAD,276.13,CAD,,,,,,,
FACILITIES MANAGEMENT,5296-9,7/9/2019,7/9/2019,HARDWARE AGENCIES,113.00,CAD,113.00,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61528184,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,5039,Construction Materials Not Elsewhere Cla,NEW DEADBOLTS
FACILITIES MANAGEMENT,5296-10,7/9/2019,7/9/2019,HARDWARE AGENCIES,51.61,CAD,51.61,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61529024,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,5039,Construction Materials Not Elsewhere Cla,SPRAY LUBE
FACILITIES MANAGEMENT,5298-16,7/11/2019,7/15/2019,APPLEBY LOCK,129.95,CAD,129.95,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61528184,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,7399,Business Services - Not Elsewhere Classi,KEY AND CYLINDER
FACILITIES MANAGEMENT,5298-17,7/11/2019,7/15/2019,APPLEBY LOCK,50.85,CAD,50.85,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61521917,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,7399,Business Services - Not Elsewhere Classi,KEY FOR CABINET
FACILITIES MANAGEMENT,5298-18,7/11/2019,7/15/2019,APPLEBY LOCK,446.35,CAD,446.35,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61528468,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,7399,Business Services - Not Elsewhere Classi,THREE CYLINDER AND EIGHT KEYS
FACILITIES MANAGEMENT,5298-19,7/11/2019,7/15/2019,HARDWARE AGENCIES,538.10,CAD,538.10,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61524413,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,5039,Construction Materials Not Elsewhere Cla,HARDWARE HINGES CLOSERS ETC
FACILITIES MANAGEMENT,5298-20,7/11/2019,7/15/2019,HARDWARE AGENCIES,456.80,CAD,456.80,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61528468,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,5039,Construction Materials Not Elsewhere Cla,HARDWARE
FACILITIES MANAGEMENT,5298-21,7/11/2019,7/15/2019,HARDWARE AGENCIES,491.12,CAD,491.12,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61529064,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,5039,Construction Materials Not Elsewhere Cla,HARDWARE
FACILITIES MANAGEMENT,5298-22,7/11/2019,7/15/2019,APPLEBY LOCK,276.85,CAD,276.85,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61529064,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,7399,Business Services - Not Elsewhere Classi,CYLINDERS AND KEYS
FACILITIES MANAGEMENT,5298-23,7/11/2019,7/15/2019,APPLEBY LOCK,79.10,CAD,79.10,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61528468,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,7399,Business Services - Not Elsewhere Classi,RIM CYLINDER
FACILITIES MANAGEMENT,5301-11,7/17/2019,7/18/2019,HARDWARE AGENCIES,52.33,CAD,52.33,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61524413,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,5039,Construction Materials Not Elsewhere Cla,SURFACE BOLTS
FACILITIES MANAGEMENT,5303-9,7/19/2019,7/22/2019,THE HOME DEPOT #7080,148.63,CAD,148.63,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61511059,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,5200,Home Supply Warehouse,MONOPROWDBRN
FACILITIES MANAGEMENT,5305-9,7/23/2019,7/24/2019,HARDWARE AGENCIES,120.68,CAD,120.68,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61531031,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,5039,Construction Materials Not Elsewhere Cla,KEY BOXES
FACILITIES MANAGEMENT,5307-11,7/25/2019,7/26/2019,APPLEBY LOCK,299.45,CAD,299.45,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61530472,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,7399,Business Services - Not Elsewhere Classi,KEYS
FACILITIES MANAGEMENT,5307-12,7/25/2019,7/26/2019,APPLEBY LOCK,322.05,CAD,322.05,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61530097,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,7399,Business Services - Not Elsewhere Classi,KEYS
FACILITIES MANAGEMENT,5307-13,7/25/2019,7/26/2019,APPLEBY LOCK,107.35,CAD,107.35,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61523211,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,7399,Business Services - Not Elsewhere Classi,RIM CYLINDER REKEYED
FACILITIES MANAGEMENT,5307-14,7/25/2019,7/26/2019,APPLEBY LOCK,163.85,CAD,163.85,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61531333,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,7399,Business Services - Not Elsewhere Classi,KEYS
FACILITIES MANAGEMENT,5307-15,7/25/2019,7/26/2019,CUSTOM DOOR AND LOCK S,29.38,CAD,29.38,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61531277,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,7399,Business Services - Not Elsewhere Classi,REKEY LOCK
,,,,,"3,877.45",CAD,"3,877.45",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5297-6,7/10/2019,7/10/2019,CHAUNCEY BUILDERS SUPP,"2,922.33",CAD,"2,922.33",CAD,2780,CONCRETE,P00898,KIPLING YD-PARKS CONSTR,5211,"Building Materials, Lumber Stores","CONCRETE, MNORTAR, AND ASHPHALT PRODUCTS"
"PARKS, FORESTRY & RECREATION",5298-24,7/11/2019,7/15/2019,THE HOME DEPOT #7013,817.96,CAD,817.96,CAD,3080,M & E - HAND TOOLS,P00898,KIPLING YD-PARKS CONSTR,5200,Home Supply Warehouse,"20 V COMBO DRILL SET, HOLE SAW, BATERY ADAPTER"
"PARKS, FORESTRY & RECREATION",5298-25,7/10/2019,7/15/2019,THE HOME DEPOT #7013,281.37,CAD,281.37,CAD,3080,M & E - HAND TOOLS,P00898,KIPLING YD-PARKS CONSTR,5200,Home Supply Warehouse,20 V HD BATTERY
"PARKS, FORESTRY & RECREATION",5299-6,7/15/2019,7/16/2019,SENSO GROUP BUILDING S,689.53,CAD,689.53,CAD,2770,GRAVEL,P00898,KIPLING YD-PARKS CONSTR,5211,"Building Materials, Lumber Stores",15 CUB YARDS OF SCREENING
"PARKS, FORESTRY & RECREATION",5300-5,7/16/2019,7/17/2019,SENSO GROUP BUILDING S,"1,412.38",CAD,"1,412.38",CAD,2785,SAND,P00898,KIPLING YD-PARKS CONSTR,5211,"Building Materials, Lumber Stores",30 CUBIC YARDS OF CEMENT SAND
"PARKS, FORESTRY & RECREATION",5303-10,7/18/2019,7/22/2019,COCO PAVING,164.39,CAD,164.39,CAD,2775,ASPHALT,P00898,KIPLING YD-PARKS CONSTR,5085,Industrial Supplies Not Elsewhere Classi,ASPHALT
"PARKS, FORESTRY & RECREATION",5304-11,7/22/2019,7/23/2019,SENSO GROUP BUILDING S,"1,586.75",CAD,"1,586.75",CAD,2770,GRAVEL,P00898,KIPLING YD-PARKS CONSTR,5211,"Building Materials, Lumber Stores",30 CUBIC YARDS OF 3/4 CRUSHER RUN
"PARKS, FORESTRY & RECREATION",5306-9,7/24/2019,7/25/2019,ML READY MIX CONCRETE,849.76,CAD,849.76,CAD,2780,CONCRETE,P00898,KIPLING YD-PARKS CONSTR,1771,Concrete Work Contractors,3.5 CUBIC METERS CEMENT *+ FIBER
"PARKS, FORESTRY & RECREATION",5306-10,7/24/2019,7/25/2019,ML READY MIX CONCRETE,282.50,CAD,282.50,CAD,2780,CONCRETE,P00898,KIPLING YD-PARKS CONSTR,1771,Concrete Work Contractors,RETURNED TO CREDIT CARD PURCHASE AND REFUND RECEIPTS + EMAIL CONVERSATION
"PARKS, FORESTRY & RECREATION",5308-18,7/26/2019,7/29/2019,CANADA WATERWORKS INC,247.73,CAD,247.73,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,P00898,KIPLING YD-PARKS CONSTR,5039,Construction Materials Not Elsewhere Cla,WATER MAIN PARTS
"PARKS, FORESTRY & RECREATION",5308-19,7/26/2019,7/29/2019,ML READY MIX CONCRETE,-282.50,CAD,-282.50,CAD,2780,CONCRETE,P00898,KIPLING YD-PARKS CONSTR,1771,Concrete Work Contractors,XREF: REFUND FOR TRANSACTION ON 7/24/2019:  BATCH TRAN ID 5306-10
"PARKS, FORESTRY & RECREATION",5310-4,7/30/2019,7/31/2019,RONA # 55130,313.80,CAD,313.80,CAD,2710,GENERAL HARDWARE,P00898,KIPLING YD-PARKS CONSTR,5251,Hardware Stores,DRILL BITS AND DECK SCREWS
,,,,,"9,286.00",CAD,"9,286.00",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5295-7,7/8/2019,7/8/2019,RONA # 55030,19.24,CAD,19.24,CAD,2780,CONCRETE,P00427,PRN - CENTRALIZED PARKS CONSTRUCTION OPS,5251,Hardware Stores,PARGING CONCERTS
"PARKS, FORESTRY & RECREATION",5296-11,7/9/2019,7/9/2019,RONA # 55030,7.25,CAD,7.25,CAD,2710,GENERAL HARDWARE,P00427,PRN - CENTRALIZED PARKS CONSTRUCTION OPS,5251,Hardware Stores,LAG BOLTS
"PARKS, FORESTRY & RECREATION",5298-26,7/10/2019,7/15/2019,TERRAFIX GEOSYNTHETICS,945.78,CAD,945.78,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,P00409,N-EAST1-TURF&HORT,5085,Industrial Supplies Not Elsewhere Classi,FILTER CLOTH
